,pickups_intract,NYPDviolation,NYPDmisdemeanor,NYPDfelony,Pop_Den_16,Median_Household_Income_16,Gini_Index_16,Ave_Commute_Min_16,Unemployed_rate_16,Moved_in_4years_16
57,0.041874465696080894,0.10429447852760736,0.06036446469248292,0.05783582089552239,0.12772945713986908,0.3403072899640405,0.4983932223196027,0.55621738666163,0.13091609180205777,0.2067721088368317
58,0.011096392680872175,0.049079754601226995,0.02619589977220957,0.03171641791044776,0.3487312676381725,0.32548289438151146,0.6012269938650308,0.6010049484888237,0.14594054989424018,0.0
59,0.015316228125141097,0.13496932515337423,0.03644646924829157,0.03171641791044776,0.21197875274834754,0.2813555628200937,0.6890154834940111,0.6220786418711984,0.2349154798730141,0.0
60,0.008987255029956344,0.04294478527607362,0.018223234624145785,0.018656716417910446,0.24263638540551713,0.46818842948581285,0.411335086181712,0.6140795852403883,0.17106918298124144,0.0
61,0.014403769774039437,0.11042944785276074,0.04783599088838269,0.041044776119402986,0.20481634234114754,0.2984777634066262,0.6365761028337716,0.6297658283595772,0.11914341322404988,0.0
62,0.0420084400908374,0.17791411042944785,0.08769931662870159,0.08395522388059702,0.2266914067682387,0.09619985692018325,0.6666666666666666,0.7087663796981245,0.13377809827261847,0.0
63,0.010569282056687557,0.43558282208588955,0.18792710706150342,0.1958955223880597,0.3994978419286734,0.10575114534919529,0.7497808939526731,0.679607769031157,0.2190573713457591,0.09975814404474004
64,0.00675096849455089,0.2822085889570552,0.11731207289293849,0.11194029850746269,0.44011757114593436,0.07793112270278721,0.9313467718375693,0.5757121906887951,0.4147584740225246,0.16084216726281228
65,0.021764423331842735,0.3006134969325153,0.16970387243735763,0.17723880597014927,0.3744917612430268,0.14070620786370464,0.7293309962021619,0.6650579867278071,0.13806689493497976,0.06831228747288244
66,0.027315921240762576,0.05521472392638037,0.08200455580865604,0.08022388059701492,0.15610337078821365,0.24139744446181616,0.6614081215308208,0.39610902921284824,0.1710620092768911,0.0
67,0.010556911119587514,0.12269938650306748,0.13439635535307518,0.13059701492537312,0.3403450890086092,0.20044440022551654,0.6273736488460415,0.5400178832731429,0.23476576693383155,0.16022372248660058
68,0.021394279042534964,0.5214723926380368,0.2505694760820046,0.2593283582089552,0.40660998473917503,0.07311757655007083,0.8315804849547181,0.48032218068429283,0.3926069353365589,0.0373503612742314
69,0.011408675726877475,0.4601226993865031,0.2835990888382688,0.24813432835820895,0.2647053194435135,0.23717137835136043,0.703184341221151,0.44947970975965956,0.19518354580702035,0.027268974332428208
70,0.00985183107537456,0.09815950920245399,0.0683371298405467,0.06716417910447761,0.3085677998141733,0.24236868162845676,0.5858895705521473,0.5172372343518598,0.06069953835154766,0.07595447635462006
71,0.009167670117080827,0.11042944785276074,0.09681093394077449,0.0914179104477612,0.3281239792612407,0.18960444589735206,0.6974875839906515,0.5801322492579715,0.19062096872717252,0.024388872391699835
72,0.007508090607151969,0.05521472392638037,0.07175398633257403,0.07649253731343283,0.3933773500667915,0.24144482188457914,0.7576687116564418,0.40535950165957996,0.08876091801348206,0.0
73,0.014946335856053046,0.19631901840490798,0.11389521640091116,0.1044776119402985,0.230878132476316,0.20710092812371192,0.6587788489628981,0.39441150182372675,0.13281998300272,0.13679637009504425
74,0.008930649466503156,0.17791411042944785,0.12300683371298406,0.13059701492537312,0.24690587021141036,0.15397662397960876,0.6196319018404909,0.5709629287933011,0.25923125455973256,0.0702023449358511
75,0.0794438794351047,0.2392638036809816,0.13211845102505695,0.13619402985074627,0.4428780086420384,0.28841006106949796,0.7452527023079171,0.4554578973451341,0.2579983601593037,0.075579546429191
76,0.011867563985458317,0.05521472392638037,0.06605922551252848,0.05970149253731343,0.44118121094584284,0.24607833383079628,0.7418930762489045,0.5403956099816023,0.15883572871611676,0.0
77,0.07945829678449709,0.294478527607362,0.1958997722095672,0.1884328358208955,0.47546455780885377,0.1907841437241497,0.7296231375985978,0.5288169343102804,0.31458974118768335,0.06100327194940348
78,0.01297637096653923,0.06748466257668712,0.1070615034168565,0.11194029850746269,0.3440313377584361,0.24512604763326085,0.6492842535787321,0.5482612148166871,0.28882417930046056,0.0
79,0.07936388133210903,0.22699386503067484,0.11958997722095673,0.12313432835820895,0.39965886424309743,0.2780580941957919,0.6446099912357581,0.4832701818076448,0.19339653418900746,0.0747932406081781
80,0.07937201489927699,0.26380368098159507,0.18337129840546698,0.19402985074626866,0.4726146080625007,0.1283975534298885,0.7972538708735027,0.47282735099051537,0.31410361628316646,0.0903877554612519
81,0.03980591109797494,0.08588957055214724,0.10478359908883828,0.11194029850746269,0.08278318449080509,0.43733151404029924,0.46874087058136144,0.46679868330263136,0.05893398753354226,0.0
82,0.01220917881110542,0.0736196319018405,0.06947608200455581,0.06343283582089553,0.37370818067936956,0.23147187439297678,0.6728016359918201,0.44326111361719894,0.07118740009432604,0.0
83,0.08065645543703245,0.1901840490797546,0.11047835990888383,0.11194029850746269,0.3316152402653479,0.16263247911840092,0.7329827636576103,0.42464174199245625,0.34615384697257523,0.23003955719851338
84,0.10438073331979908,0.18404907975460122,0.1674259681093394,0.13992537313432835,0.32575971937886944,0.24917681727949362,0.7614665498101081,0.4018417203827,0.19026196775313456,0.08159155963904352
85,0.05261609150130221,0.2392638036809816,0.15261958997722094,0.15298507462686567,0.21502796588201953,0.24994433152825352,0.7062518258837277,0.3642537778239007,0.26551287400539575,0.06183781717340863
86,0.00624419854516233,0.04294478527607362,0.04100227790432802,0.03171641791044776,0.16101095046670225,0.21819672053479636,0.6866783523225242,0.5037273604903343,0.15768115967223692,0.032546686497395026
87,0.07147784689465485,0.2883435582822086,0.1788154897494305,0.20149253731343283,0.22602853918924787,0.15673872772668912,0.7439380660239556,0.4852255688425776,0.1939904899457358,0.0
88,0.06996979127882398,0.1656441717791411,0.0888382687927107,0.08955223880597014,0.3984938937758586,0.24645261547062364,0.703330411919369,0.4586338332232211,0.1494208910084942,0.0
89,0.06628111189960412,0.5153374233128835,0.2460136674259681,0.21082089552238806,0.5984123032536401,0.19910361916132485,0.8004674262342973,0.3761395692319386,0.2830475680636687,0.060659814859799974
90,0.052201893685688734,0.4294478527607362,0.19248291571753987,0.1958955223880597,0.6115655158031746,0.21110905808945804,0.654250657318142,0.6137676983095284,0.19681370980758736,0.05010423955971706
91,0.0776516290219244,0.06748466257668712,0.1070615034168565,0.11380597014925373,0.40542071296206345,0.20359026109697684,0.6408121530820917,0.20098034332966566,0.1200312425113152,0.062102077098821214
92,0.0914030099104392,0.19631901840490798,0.13439635535307518,0.13805970149253732,0.4225692935474398,0.17325923504413207,0.6825883727724219,0.42155833158122924,0.15530518941054094,0.0
93,0.08168447358267461,0.3312883435582822,0.15148063781321183,0.1417910447761194,0.47308172112196617,0.11765709168952627,0.8567046450482034,0.37967652578853084,0.2258494165307302,0.0
94,0.0063394090791694495,0.20245398773006135,0.1776765375854214,0.1958955223880597,0.22108632295222178,0.16357528983138375,0.6614081215308208,0.4204779383269072,0.26960615174594993,0.0
95,0.07132117286449344,0.5030674846625767,0.2938496583143508,0.31343283582089554,0.24056020268828568,0.1352909684418987,0.6936897458369851,0.6273265364906522,0.09992425391301712,0.021044066570305085
96,0.04978565544296973,0.34355828220858897,0.22779043280182232,0.22388059701492538,0.11176273686228715,0.1988383055938523,0.630733274905054,0.5514656925667025,0.06721581633642289,0.0
97,0.05115957301250322,0.17177914110429449,0.11731207289293849,0.11567164179104478,0.3881947947700008,0.23927493592203572,0.6985100788781771,0.45834538274534287,0.15935288113368795,0.0
98,0.09376713955206271,0.22699386503067484,0.10364464692482915,0.11194029850746269,0.33653773212385596,0.1924044515826428,0.7598597721297108,0.43882020401300426,0.15614130381083174,0.0886015032968062
99,0.008144400940502327,0.20245398773006135,0.13325740318906606,0.11567164179104478,0.4032487854476905,0.08812674408137545,0.7489044697633656,0.7003888815963429,0.33187446074152155,0.03616737694569663
100,0.025306748277693844,0.024539877300613498,0.07289293849658314,0.07835820895522388,0.2942315864039041,0.29593359580425543,0.6251825883727724,0.5148238352566549,0.06865457511953202,0.06949600889096956
102,0.020339756396947236,0.012269938650306749,0.0193621867881549,0.013059701492537313,0.19809557615494308,0.2181351298852045,0.8134677183756938,0.5427729699173204,0.09384572267612024,0.053417128515435404
103,0.0791546986712599,0.25766871165644173,0.1560364464692483,0.14365671641791045,0.31951340948165846,0.21252090528779416,0.602833771545428,0.5646413495368929,0.15473073782773242,0.0
104,0.06798624604344886,0.08588957055214724,0.07972665148063782,0.08208955223880597,0.18387848164047174,0.24619203964542738,0.7455448437043529,0.6333147315231763,0.10566263200196961,0.0
105,0.010425102481574897,0.06748466257668712,0.02733485193621868,0.026119402985074626,0.210680084089823,0.1979712987572902,0.7120946538124452,0.36401439953609727,0.28611500785604,0.0818266379226607
106,0.01629674196277116,0.006134969325153374,0.015945330296127564,0.016791044776119403,0.1762488123328126,0.2783423587323697,0.6755769792579609,0.4267907904951392,0.11146245134311736,0.0
107,0.020233411319312482,0.07975460122699386,0.04441913439635535,0.04477611940298507,0.24845381882021475,0.21047893836671072,0.8299737072743208,0.304897596497857,0.14846053351250801,0.0
108,0.07594607153726463,0.19631901840490798,0.08656036446469248,0.08208955223880597,0.438778114247362,0.1870602782949813,0.6649138182880514,0.42487697450331385,0.20792360835058213,0.0
109,0.08340034151982127,0.12269938650306748,0.07289293849658314,0.05783582089552239,0.27865328300372955,0.23461773526443708,0.6272275781478236,0.4065729408927909,0.14558252102455044,0.0
110,0.1275410597493652,0.15337423312883436,0.1560364464692483,0.16791044776119404,0.5513038171597029,0.21079636709922253,0.6526438796377446,0.4092150240469517,0.21790371231927083,0.0
111,0.010120962498400866,0.049079754601226995,0.03644646924829157,0.03544776119402985,0.379999169654795,0.2385311103846573,0.7470055506865323,0.47082347743079495,0.15554834499323417,0.22805158227284353
112,0.01593805121146735,0.04294478527607362,0.02847380410022779,0.020522388059701493,0.2286465845724634,0.2444248617763691,0.7378030966988022,0.3939842592861497,0.18297354799407775,0.20440467488125447
113,0.10650675192896199,0.22699386503067484,0.1480637813211845,0.13805970149253732,0.6701719469442364,0.24956531214614988,0.642711072158925,0.38892614627076727,0.24833821866029154,0.0
114,0.12623484779080738,0.1901840490797546,0.10136674259681093,0.11007462686567164,0.5187705729376804,0.2767410018429817,0.6278118609406953,0.32961990743148534,0.1333403905507271,0.0
115,0.013388758263668938,0.11042944785276074,0.02847380410022779,0.016791044776119403,0.31346556509589074,0.2254359907329761,0.8479404031551271,0.30297374681500217,0.07440253411283566,0.03137096649721956
116,0.12041401545977812,0.06748466257668712,0.11845102505694761,0.11380597014925373,0.2524216637412583,0.23800522099198848,0.6830265848670757,0.3687817252015656,0.16072366534286037,0.035579312691877515
117,0.01828312590372013,0.024539877300613498,0.025056947608200455,0.018656716417910446,0.036215608920709026,0.21764240468846976,0.8488168273444346,0.3275741961435083,0.04173913086669187,0.0
118,0.020112222916288575,0.006134969325153374,0.014806378132118452,0.005597014925373134,0.15623693964415866,0.32275869257264145,0.9025708442886358,0.4342973772989512,0.08646843519529335,0.0
119,0.029542879268962985,0.018404907975460124,0.03644646924829157,0.026119402985074626,0.12546435921751747,0.19898517560441747,0.7018697049371896,0.23036041401417456,0.12071005872024697,0.0
120,0.020504099594177358,0.03067484662576687,0.02164009111617312,0.016791044776119403,0.27309598717957645,0.16555092836059904,0.6859479988314344,0.1676313349688481,0.18176458722843983,0.07402625008567557
121,0.05530033362459795,0.1411042944785276,0.0774487471526196,0.06902985074626866,0.43319265750041613,0.17183791236124338,0.6577563540753725,0.4501163246463788,0.14770049159920015,0.02034501261497687
122,0.026410363525129356,0.10429447852760736,0.03416856492027335,0.033582089552238806,0.4577383241429519,0.24762283781286865,0.6159801343850424,0.3917777135039553,0.08720913258685534,0.0
123,0.034590286557377566,0.03680981595092025,0.05694760820045558,0.04291044776119403,0.5117947457578191,0.25110034064366965,0.68697049371896,0.40941499371840495,0.14932345173889508,0.032422207169018245
124,0.03896705944862543,0.06134969325153374,0.06150341685649203,0.04477611940298507,0.3522057924644265,0.3389286069616385,0.6089687408705814,0.49265108336112035,0.09312857220630559,0.1452248203948097
125,0.039834272072171426,0.024539877300613498,0.02050113895216401,0.024253731343283583,0.2652891187241945,0.4514310350545551,0.6821501606777681,0.4202408847540017,0.03322891785503614,0.0
126,0.046032863151403085,0.2331288343558282,0.12984054669703873,0.11753731343283583,0.5439621999507628,0.22737846506625733,0.6530820917323985,0.4748311377135374,0.1488819868691763,0.16371242950204662
128,0.038637214024672656,0.2331288343558282,0.13439635535307518,0.12313432835820895,0.6567210203917372,0.1903624846615594,0.7226117440841366,0.5379363339008782,0.17487709665213114,0.0
129,0.03152649986603033,0.27607361963190186,0.13211845102505695,0.125,0.7605668425306427,0.2000274789052025,0.5388548057259714,0.4456314557969036,0.12806850901845862,0.014526605300675614
130,0.05375757246298354,0.17177914110429449,0.0979498861047836,0.09701492537313433,0.38804313300847854,0.2649914009977685,0.731083844580777,0.4364482499512093,0.16871884044129348,0.10516496232912911
131,0.04742062337548773,0.147239263803681,0.10022779043280182,0.09514925373134328,0.4225917666714774,0.2825873758119306,0.6717791411042945,0.5017681030472743,0.1347186447077282,0.06225656396451591
132,0.023227070577603908,0.03067484662576687,0.04555808656036447,0.04664179104477612,0.337102950104078,0.13526254198824092,0.5896874087058136,0.021744963251610454,0.07373747814738695,0.07792275411610788
133,0.02133428994180705,0.09815950920245399,0.10022779043280182,0.09888059701492537,0.382994760356207,0.22414258709154739,0.7503651767455449,0.3696553390505557,0.15335430902725367,0.11795479815193356
134,0.015897867965272806,0.04294478527607362,0.015945330296127564,0.020522388059701493,0.19964429788114363,0.28786995845000024,0.7909728308501315,0.4383827133942381,0.11670480609276689,0.0
135,0.015289867361970034,0.15337423312883436,0.12984054669703873,0.15858208955223882,0.29472645889231186,0.1902298278778231,0.745398773006135,0.5041022603748093,0.17850697331426327,0.0
137,0.01716176657467545,0.018404907975460124,0.03986332574031891,0.03544776119402985,0.3174681419756827,0.2674455514968897,0.6156879929886064,0.5761619989967258,0.06502926450957539,0.0
138,0.13943042428451902,0.147239263803681,0.07972665148063782,0.0914179104477612,0.20112922304130113,0.4296279450990425,0.5896874087058136,0.29679613817303674,0.1061315499499588,0.0
139,0.102686562725569,0.17177914110429449,0.06719817767653759,0.054104477611940295,0.3578127843462485,0.2713257624211758,0.6850715746421268,0.38094219189257955,0.057088254072030685,0.0
140,0.014361161671927346,0.0,0.015945330296127564,0.018656716417910446,0.29106355393971867,0.4308408071217742,0.6132047911189016,0.4503834916424812,0.13091609180205777,0.021517544480823516
141,0.014300022294113828,0.04294478527607362,0.05922551252847381,0.061567164179104475,0.38792025285620796,0.17477531257254666,0.6847794332456909,0.5072881907709265,0.06240958165649029,0.04842704112663091
142,0.008801433781973463,0.03680981595092025,0.04328018223234624,0.041044776119402986,0.2677984976011426,0.28796471329552614,0.6086765994741455,0.5037231656988965,0.09365813491953325,0.0
143,0.11156844113644761,0.11042944785276074,0.0774487471526196,0.07462686567164178,0.32427158608637974,0.4179730990993552,0.5556529360210342,0.37822553106629836,0.0954301197201496,0.020846473286693507
144,0.00950085907985369,0.1165644171779141,0.06492027334851937,0.08955223880597014,0.23279416509202583,0.28558162893054945,0.6554192229038854,0.5579332026312892,0.10306696083584937,0.0
145,0.005671547001268173,0.024539877300613498,0.03644646924829157,0.041044776119402986,0.3888064315119463,0.20030700569950396,0.6208004674262343,0.38562984141391626,0.1407512865880874,0.0
146,0.011901057626940992,0.018404907975460124,0.029612756264236904,0.03544776119402985,0.0707297326383101,0.313136338009485,0.7011393514460998,0.2527021553347464,0.15511795643656273,0.0
147,0.005453702387786805,0.012269938650306749,0.010250569476082005,0.011194029850746268,0.2235717134492333,0.35730630925138934,0.6267893660531697,0.4359699383654381,0.20484990841907819,0.0
148,0.005536141657799087,0.03067484662576687,0.011389521640091117,0.007462686567164179,0.21966770814442482,0.4466317021286676,0.5493718959976629,0.3753970398173089,0.1175792512061145,0.0
149,0.004801299362372641,0.024539877300613498,0.02847380410022779,0.026119402985074626,0.22212755078523214,0.3417949410387974,0.4900671925211803,0.48600841036116077,0.06277750896096608,0.0
150,0.016564592068107693,0.05521472392638037,0.02050113895216401,0.018656716417910446,0.12810696932358306,0.25394298600944704,0.7023079170318435,0.5337788567712245,0.21470993621381212,0.11308625061389348
151,0.006035661003822507,0.06134969325153374,0.02847380410022779,0.026119402985074626,0.10271242242833484,0.40863027133050017,0.6171486999707858,0.532832120247236,0.042573913058286575,0.0
152,0.004801060166703895,0.024539877300613498,0.029612756264236904,0.014925373134328358,0.18570161816230174,0.4519806131586054,0.7683318726263512,0.3636749002719212,0.05992949511649721,0.12585880479490433
153,0.004907912483032809,0.006134969325153374,0.012528473804100227,0.011194029850746268,0.19038342027750724,0.38767523724244446,0.5251241600934853,0.3892394100457209,0.09236943676256326,0.0
154,0.004896514076633818,0.06134969325153374,0.04214123006833713,0.026119402985074626,0.2016727495140611,0.37372258623875376,0.6161262050832603,0.42456859423130056,0.10903869186401344,0.06431886060661476
155,0.007755376776989998,0.147239263803681,0.13895216400911162,0.125,0.22203707923628457,0.36125284856754364,0.6003505696757231,0.6134162327553602,0.20004876132175606,0.0
156,0.016564061101516713,0.08588957055214724,0.03986332574031891,0.033582089552238806,0.2377021828477899,0.4038167251777838,0.45135845749342685,0.5487324030916139,0.14610128060733957,0.08292883546013864
157,0.007423242898178948,0.012269938650306749,0.02164009111617312,0.014925373134328358,0.13881812401183527,0.26237616726125335,0.7413087934560326,0.3533201596890448,0.08999558810086804,0.0
159,0.01963447062162092,0.15337423312883436,0.07517084282460136,0.061567164179104475,0.16806813906046408,0.3624372841366175,0.5335962605901257,0.7468046799516989,0.19076087015330812,0.05720900135182224
160,0.015828386588679785,0.10429447852760736,0.04100227790432802,0.027985074626865673,0.2624999703837467,0.3486030766898342,0.5026292725679229,0.502835016351468,0.17986270054951747,0.027033780601049818
161,0.016110825075710662,0.18404907975460122,0.10592255125284739,0.11567164179104478,0.4078486982144522,0.2778496335356349,0.6088226701723635,0.5605910441375704,0.14338364582378557,0.0
162,0.019704795423029692,0.04294478527607362,0.03644646924829157,0.041044776119402986,0.168322921675197,0.342301879462361,0.7329827636576103,0.4107292999517118,0.09648899325095268,0.0
163,0.019305860100123206,0.0,0.015945330296127564,0.018656716417910446,0.14428685961702356,0.5585087482411132,0.49225825299444936,0.2066066717012732,0.11842885444119264,0.0
164,0.021191885217881148,0.08588957055214724,0.05353075170842825,0.04291044776119403,0.40047231622022245,0.2096450957260827,0.7182296231375986,0.503464934199046,0.008922287690059925,0.0575665341876965
165,0.04098602985961922,0.10429447852760736,0.0683371298405467,0.07649253731343283,0.36185205045961166,0.2701555400789308,0.4808647385334502,0.41310455959715425,0.07017224287658165,0.09325559329750084
166,0.02023635803805651,0.07975460122699386,0.05694760820045558,0.05783582089552239,0.25352164652555426,0.3742816398273567,0.6678352322524101,0.5449385438296253,0.08104834854992984,0.12348067860051952
